transaction_id,merchant_id,product_id,amount,transaction_date,payment_mode,card_type
TXN08646,M001,P0462,2392,20-12-2023,Card,NA
TXN08647,M001,P4960,529,15-01-2023,Cash,Amex
TXN08648,M001,P0771,3755,07-12-2023,Cash,NA
TXN08649,M002,P1890,486,05-04-2023,Cash,Master
TXN08650,M003,P4876,1272,03-11-2023,UPI,Visa
TXN08651,M002,P2338,1516,18-04-2023,UPI,Amex
TXN08652,M001,P2956,4881,10-08-2023,Card,Master
TXN08653,M001,P2670,4291,19-07-2023,UPI,NA
TXN08654,M002,P4398,664,14-10-2023,Card,Amex
TXN08655,M001,P0668,626,31-01-2023,Card,Visa
TXN08656,M001,P4095,2079,25-04-2023,Card,NA
TXN08657,M003,P0841,2051,28-10-2023,UPI,Amex
TXN08658,M003,P2254,514,18-06-2023,Cash,Visa
TXN08659,M002,P4469,1815,24-02-2023,Cash,NA
TXN08660,M002,P1503,4064,08-03-2023,Cash,Visa
TXN08661,M002,P2029,1598,27-12-2023,Cash,NA
TXN08662,M002,P3563,4404,17-06-2023,UPI,NA
TXN08663,M002,P4556,3499,25-01-2023,Cash,Master
TXN08664,M002,P3227,1433,04-05-2023,Cash,NA
TXN08665,M003,P4570,2094,05-05-2023,UPI,Master
TXN08666,M003,P1254,2418,07-09-2023,Cash,Visa
TXN08667,M001,P0738,3177,29-06-2023,Cash,Amex
TXN08668,M003,P4388,1408,12-06-2023,Cash,Amex
TXN08669,M001,P1940,3572,30-08-2023,UPI,Master
TXN08670,M003,P0087,2407,06-08-2023,Cash,Amex
TXN08671,M003,P4353,4397,19-02-2023,UPI,Master
TXN08672,M003,P1229,4866,24-05-2023,Cash,NA
TXN08673,M002,P3052,1888,04-02-2023,UPI,Visa
TXN08674,M001,P3304,3822,17-08-2023,Cash,Visa
TXN08675,M001,P1131,4671,09-12-2023,Cash,Amex
TXN08676,M003,P2870,748,28-10-2023,UPI,Amex
TXN08677,M002,P0187,1910,05-03-2023,Card,Visa
TXN08678,M003,P0316,4502,26-03-2023,Cash,Master
TXN08679,M001,P3233,3854,19-10-2023,UPI,Master
TXN08680,M002,P4422,3489,03-02-2023,Cash,Visa
TXN08681,M001,P3905,2726,06-02-2023,Cash,Amex
TXN08682,M001,P1945,2625,28-07-2023,Cash,Visa
TXN08683,M001,P2432,1492,05-07-2023,Cash,NA
TXN08684,M002,P3717,4195,23-12-2023,Cash,Master
TXN08685,M002,P2190,2380,16-08-2023,Cash,NA
TXN08686,M001,P1696,2198,02-11-2023,Cash,Amex
TXN08687,M003,P0470,4974,16-07-2023,Cash,Visa
TXN08688,M001,P2358,4133,07-01-2023,Card,Visa
TXN08689,M001,P3628,3528,15-03-2023,Card,Amex
TXN08690,M003,P4054,1795,07-01-2023,Card,Master
TXN08691,M003,P2597,1495,27-06-2023,UPI,Master
TXN08692,M001,P1306,1526,24-07-2023,UPI,Amex
TXN08693,M001,P0413,1678,08-05-2023,UPI,Amex
TXN08694,M003,P1745,1792,03-08-2023,UPI,Master
TXN08695,M003,P0540,272,25-08-2023,Cash,Master
TXN08696,M002,P2803,2708,02-07-2023,Card,Amex
TXN08697,M001,P0844,2323,19-10-2023,UPI,Master
TXN08698,M001,P0539,3710,27-05-2023,UPI,Amex
TXN08699,M001,P0069,2697,11-01-2023,Cash,NA
TXN08700,M001,P3377,4466,10-06-2023,UPI,Master
TXN08701,M003,P1503,764,14-09-2023,Cash,Amex
TXN08702,M003,P0446,2219,04-04-2023,Card,NA
TXN08703,M003,P3353,715,07-11-2023,Cash,Master
TXN08704,M003,P0098,3245,22-04-2023,Card,Master
TXN08705,M003,P4778,867,12-10-2023,UPI,NA
TXN08706,M001,P3384,388,25-07-2023,UPI,Amex
TXN08707,M002,P0661,1774,25-11-2023,UPI,NA
TXN08708,M003,P4177,2088,28-10-2023,Card,Amex
TXN08709,M003,P3015,989,29-05-2023,Cash,NA
TXN08710,M003,P1235,1414,12-12-2023,Card,Master
TXN08711,M003,P2116,3965,12-05-2023,UPI,NA
TXN08712,M003,P2923,2700,08-06-2023,Cash,Amex
TXN08713,M002,P3700,287,02-12-2023,Cash,Visa
TXN08714,M001,P2863,318,07-09-2023,Card,NA
TXN08715,M001,P4860,2167,23-10-2023,Card,Master
TXN08716,M003,P3820,4957,16-08-2023,UPI,Amex
TXN08717,M001,P1183,1515,14-04-2023,Cash,Master
TXN08718,M003,P0885,3913,09-07-2023,Card,Amex
TXN08719,M003,P1724,3699,07-03-2023,Card,Master
TXN08720,M001,P4456,3409,08-04-2023,Cash,Visa
TXN08721,M003,P3878,4287,22-07-2023,Card,NA
TXN08722,M001,P2858,2076,15-05-2023,Card,Amex
TXN08723,M001,P1551,3341,10-07-2023,UPI,NA
TXN08724,M003,P3887,3497,01-04-2023,UPI,Master
TXN08725,M002,P4847,1356,23-06-2023,Card,NA
TXN08726,M002,P0803,2143,08-06-2023,UPI,Master
TXN08727,M003,P0533,907,27-11-2023,Card,Visa
TXN08728,M001,P2127,1581,16-08-2023,Card,Visa
TXN08729,M002,P0298,4771,17-10-2023,Cash,NA
TXN08730,M001,P0901,4108,22-12-2023,UPI,NA
TXN08731,M003,P1340,4751,20-06-2023,UPI,Master
TXN08732,M002,P1132,1720,01-02-2023,Cash,Master
TXN08733,M001,P3240,1762,29-09-2023,Card,Master
TXN08734,M003,P2185,4026,08-08-2023,Card,Amex
TXN08735,M001,P0950,4916,29-04-2023,UPI,Amex
TXN08736,M003,P4688,4479,28-02-2023,Card,Master
TXN08737,M001,P4367,1340,06-11-2023,UPI,NA
TXN08738,M001,P1564,3414,24-03-2023,UPI,Visa
TXN08739,M001,P0712,2014,11-05-2023,Cash,Amex
TXN08740,M001,P3350,3678,16-07-2023,UPI,Visa
TXN08741,M002,P3626,4001,13-10-2023,Cash,NA
TXN08742,M003,P0861,3544,07-10-2023,UPI,Visa
TXN08743,M003,P4580,345,15-03-2023,Card,Master
TXN08744,M002,P2633,4897,21-11-2023,Card,Visa
TXN08745,M003,P4460,4289,05-09-2023,Card,Visa
TXN08746,M002,P3191,2428,20-08-2023,Card,NA
TXN08747,M003,P1996,1778,04-01-2023,Card,Master
TXN08748,M002,P4116,4574,09-11-2023,Card,Master
TXN08749,M003,P2531,1876,23-02-2023,UPI,NA
TXN08750,M001,P3379,2508,02-02-2023,Card,Visa
TXN08751,M002,P0903,4765,21-08-2023,Cash,Master
TXN08752,M001,P3259,2385,10-07-2023,Card,Master
TXN08753,M002,P4481,2740,02-09-2023,Cash,NA
TXN08754,M002,P4037,3709,14-10-2023,UPI,Visa
TXN08755,M002,P2189,2098,01-10-2023,UPI,Visa
TXN08756,M001,P2486,3368,26-12-2023,UPI,Master
TXN08757,M003,P0230,1866,02-02-2023,Card,Visa
TXN08758,M003,P0285,4595,11-07-2023,Cash,NA
TXN08759,M002,P4847,2807,18-10-2023,Cash,Amex
TXN08760,M002,P4660,3475,21-11-2023,Card,Visa
TXN08761,M001,P4121,1734,04-11-2023,UPI,Visa
TXN08762,M001,P3731,4282,23-07-2023,UPI,Amex
TXN08763,M002,P1450,2957,08-05-2023,Card,NA
TXN08764,M003,P3409,3802,20-09-2023,UPI,Visa
TXN08765,M003,P2372,1494,17-02-2023,UPI,Visa
TXN08766,M001,P1944,3273,14-11-2023,UPI,Master
TXN08767,M002,P3315,3541,19-08-2023,Card,NA
TXN08768,M002,P1910,4114,30-11-2023,UPI,NA
TXN08769,M002,P3859,409,24-09-2023,Card,NA
TXN08770,M001,P1629,844,31-12-2023,Cash,Master
TXN08771,M001,P0213,2125,21-03-2023,Cash,NA
TXN08772,M001,P3542,1161,21-06-2023,Cash,Master
TXN08773,M003,P0542,2076,01-03-2023,UPI,Master
TXN08774,M001,P3916,1877,05-07-2023,UPI,Visa
TXN08775,M003,P2435,2471,03-04-2023,Card,Amex
TXN08776,M003,P2800,558,12-06-2023,UPI,Master
TXN08777,M002,P4137,2525,19-02-2023,UPI,Master
TXN08778,M003,P1616,1380,26-04-2023,Cash,Amex
TXN08779,M003,P4657,2264,09-07-2023,Cash,Amex
TXN08780,M002,P2756,3570,07-12-2023,UPI,Master
TXN08781,M003,P2394,1974,03-06-2023,UPI,Master
TXN08782,M003,P1206,604,20-07-2023,Cash,Amex
TXN08783,M003,P0742,839,27-07-2023,UPI,NA
TXN08784,M002,P4643,2545,10-04-2023,UPI,NA
TXN08785,M002,P2739,4425,12-02-2023,Card,NA
TXN08786,M002,P4450,3439,22-10-2023,Cash,Amex
TXN08787,M002,P1973,2460,23-05-2023,Cash,Visa
TXN08788,M003,P1582,2593,25-10-2023,Card,Visa
TXN08789,M001,P3246,221,10-12-2023,UPI,NA
TXN08790,M001,P4157,732,06-07-2023,Cash,Amex
TXN08791,M002,P2596,3950,05-05-2023,Card,Visa
TXN08792,M002,P3967,4933,26-11-2023,Cash,Master
TXN08793,M003,P1632,2063,31-01-2023,UPI,NA
TXN08794,M002,P2129,3459,26-09-2023,UPI,NA
TXN08795,M003,P2229,1118,25-06-2023,Cash,Master
TXN08796,M002,P0278,1139,31-01-2023,Card,Master
TXN08797,M003,P1948,2378,05-11-2023,Card,Master
TXN08798,M001,P1015,2229,18-02-2023,Cash,Visa
TXN08799,M003,P1723,3470,12-03-2023,UPI,Amex
TXN08800,M002,P1191,4265,25-09-2023,UPI,NA
TXN08801,M002,P2756,1901,03-11-2023,Card,NA
TXN08802,M001,P3217,1143,08-07-2023,UPI,Visa
TXN08803,M003,P2532,3188,05-12-2023,Card,Visa
TXN08804,M001,P0406,482,18-11-2023,Card,Master
TXN08805,M001,P2228,3271,17-06-2023,UPI,Amex
TXN08806,M002,P1147,100,29-05-2023,UPI,Visa
TXN08807,M003,P1520,3526,17-06-2023,Card,NA
TXN08808,M003,P4372,1787,25-04-2023,Card,NA
TXN08809,M003,P2126,269,13-06-2023,Card,Visa
TXN08810,M001,P1955,4664,11-08-2023,UPI,Visa
TXN08811,M002,P2322,2585,17-11-2023,Card,Master
TXN08812,M003,P0006,2518,05-01-2023,Card,Visa
TXN08813,M001,P4290,4266,19-12-2023,Cash,Master
TXN08814,M002,P3686,1070,16-12-2023,Card,Amex
TXN08815,M001,P4568,3852,18-01-2023,Card,Visa
TXN08816,M001,P0215,1399,11-10-2023,Cash,Amex
TXN08817,M001,P1974,2951,14-12-2023,Card,NA
TXN08818,M003,P4268,1818,14-09-2023,UPI,NA
TXN08819,M001,P1424,4973,12-12-2023,Card,Amex
TXN08820,M003,P4346,1910,20-01-2023,UPI,NA
TXN08821,M001,P2869,990,06-01-2023,Card,Amex
TXN08822,M002,P4023,1400,25-07-2023,Card,Amex
TXN08823,M002,P4875,397,09-07-2023,UPI,Amex
TXN08824,M001,P0828,3509,18-09-2023,UPI,NA
TXN08825,M002,P1631,2955,20-01-2023,Cash,Amex
TXN08826,M001,P2807,2322,02-05-2023,UPI,Master
TXN08827,M001,P2792,114,18-03-2023,Cash,Master
TXN08828,M003,P3768,2553,23-05-2023,Cash,Visa
TXN08829,M003,P4653,969,13-11-2023,Cash,NA
TXN08830,M002,P2263,2030,02-08-2023,Card,Visa
TXN08831,M001,P4161,3459,21-01-2023,UPI,NA
TXN08832,M003,P0284,2121,15-06-2023,Cash,NA
TXN08833,M002,P3096,787,16-06-2023,Card,Master
TXN08834,M003,P0481,434,31-10-2023,Cash,Master
TXN08835,M003,P3760,1585,18-04-2023,Cash,NA
TXN08836,M002,P3642,2298,28-12-2023,UPI,NA
TXN08837,M003,P2997,2991,17-02-2023,UPI,NA
TXN08838,M001,P2178,3978,05-01-2023,Card,NA
TXN08839,M003,P0040,2781,17-06-2023,Cash,Master
TXN08840,M001,P2208,2137,28-11-2023,UPI,NA
TXN08841,M002,P2130,3903,05-01-2023,UPI,Amex
TXN08842,M003,P0323,4571,07-08-2023,Card,NA
TXN08843,M003,P0132,1925,29-12-2023,Card,Amex
TXN08844,M002,P0224,3554,31-07-2023,Card,Amex
TXN08845,M003,P3934,4647,23-03-2023,Cash,Master
TXN08846,M001,P2390,717,18-02-2023,Card,Visa
TXN08847,M003,P0810,215,09-09-2023,Card,Visa
TXN08848,M002,P3302,400,27-07-2023,Card,Visa
TXN08849,M002,P4025,1529,12-12-2023,Cash,NA
TXN08850,M002,P2409,3108,01-05-2023,UPI,Visa
TXN08851,M002,P3538,4658,20-10-2023,Cash,Amex
TXN08852,M001,P3985,2032,20-06-2023,Card,NA
TXN08853,M001,P4573,4942,14-12-2023,UPI,Visa
TXN08854,M001,P4838,890,02-10-2023,Cash,Master
TXN08855,M002,P0886,4588,02-05-2023,UPI,Visa
TXN08856,M001,P2921,3697,09-09-2023,UPI,Amex
TXN08857,M001,P3798,129,14-07-2023,Card,Master
TXN08858,M001,P2890,4143,01-03-2023,Cash,Amex
TXN08859,M003,P0748,2468,13-01-2023,UPI,Amex
TXN08860,M002,P0278,3951,15-04-2023,Card,NA
TXN08861,M002,P2329,1381,11-02-2023,UPI,Amex
TXN08862,M002,P2274,3296,30-12-2023,Cash,Master
TXN08863,M002,P4296,4923,18-09-2023,Cash,Visa
TXN08864,M002,P4231,4994,11-01-2023,Card,Visa
TXN08865,M002,P2393,3681,15-02-2023,UPI,Amex
TXN08866,M002,P0253,3320,12-11-2023,Cash,Visa
TXN08867,M001,P1933,3177,24-07-2023,Cash,Master
TXN08868,M002,P3721,833,06-02-2023,Cash,Amex
TXN08869,M002,P2421,3030,21-10-2023,Card,Amex
TXN08870,M002,P0686,2131,15-09-2023,Cash,Amex
TXN08871,M003,P1772,2300,15-03-2023,Cash,Amex
TXN08872,M001,P3430,3681,09-02-2023,Cash,Amex
TXN08873,M003,P1566,4642,25-11-2023,UPI,Amex
TXN08874,M001,P0669,2423,28-03-2023,Cash,NA
TXN08875,M003,P1547,3281,23-11-2023,Cash,Amex
TXN08876,M002,P0278,3694,02-08-2023,UPI,Visa
TXN08877,M003,P1223,4677,15-02-2023,UPI,NA
TXN08878,M003,P3505,256,18-09-2023,Cash,Master
TXN08879,M001,P2859,3364,05-12-2023,UPI,Master
TXN08880,M003,P1369,4772,16-12-2023,Card,Visa
TXN08881,M001,P0821,2671,07-05-2023,Card,Amex
TXN08882,M003,P3446,597,24-05-2023,Card,NA
TXN08883,M003,P1310,259,11-08-2023,Card,Visa
TXN08884,M002,P2471,4274,22-08-2023,UPI,Visa
TXN08885,M001,P0678,1338,01-04-2023,UPI,NA
TXN08886,M002,P3047,1441,24-08-2023,UPI,Master
TXN08887,M003,P2952,927,21-12-2023,Card,Visa
TXN08888,M001,P3514,2413,22-11-2023,Card,Amex
TXN08889,M003,P3675,1871,21-05-2023,Card,Master
TXN08890,M003,P4924,3533,31-08-2023,UPI,Amex
TXN08891,M003,P2692,4630,03-10-2023,UPI,Visa
TXN08892,M001,P1634,4624,23-01-2023,Cash,Master
TXN08893,M001,P1374,3191,30-09-2023,Card,Master
TXN08894,M003,P0410,3216,10-06-2023,UPI,Master
TXN08895,M001,P0805,2856,03-04-2023,Card,Visa
TXN08896,M003,P2448,2361,24-11-2023,Card,Master
TXN08897,M003,P2298,4757,11-10-2023,Cash,Visa
TXN08898,M003,P3746,1823,11-05-2023,UPI,Visa
TXN08899,M001,P2731,2968,14-10-2023,UPI,Visa
TXN08900,M001,P2278,2513,11-09-2023,Cash,NA
TXN08901,M003,P0597,3372,13-02-2023,UPI,NA
TXN08902,M003,P0043,490,02-06-2023,UPI,Visa
TXN08903,M001,P2447,4420,21-10-2023,Cash,NA
TXN08904,M003,P4224,1866,28-10-2023,Card,Amex
TXN08905,M001,P1971,4747,18-11-2023,UPI,Master
TXN08906,M003,P0592,269,19-07-2023,UPI,Visa
TXN08907,M002,P3096,950,03-08-2023,UPI,Amex
TXN08908,M001,P4115,1995,29-07-2023,Cash,Amex
TXN08909,M003,P4635,4120,11-06-2023,Cash,Visa
TXN08910,M001,P2837,1201,03-09-2023,Card,NA
TXN08911,M003,P0412,740,25-02-2023,Cash,Master
TXN08912,M002,P0398,1981,15-03-2023,Cash,Visa
TXN08913,M001,P3613,3366,05-02-2023,Cash,Amex
TXN08914,M001,P0499,3651,10-09-2023,Card,Visa
TXN08915,M003,P3747,2850,16-02-2023,Card,Master
TXN08916,M002,P1172,3592,31-08-2023,Cash,Amex
TXN08917,M002,P4620,3174,16-04-2023,Card,Amex
TXN08918,M001,P3641,3493,16-09-2023,Cash,Visa
TXN08919,M001,P4931,4228,15-09-2023,Card,Amex
TXN08920,M002,P3598,4872,25-06-2023,Cash,Amex
TXN08921,M003,P3005,3827,04-03-2023,Cash,Visa
TXN08922,M001,P4734,946,05-12-2023,Cash,NA
TXN08923,M001,P3745,4529,06-08-2023,UPI,Master
TXN08924,M001,P4794,3644,13-04-2023,UPI,Master
TXN08925,M002,P1224,4707,29-11-2023,Card,Master
TXN08926,M002,P3887,4282,19-04-2023,UPI,Visa
TXN08927,M003,P3511,220,22-03-2023,UPI,NA
TXN08928,M003,P1393,4572,21-02-2023,UPI,Master
TXN08929,M003,P0945,2371,18-06-2023,Cash,Visa
TXN08930,M003,P4045,1635,04-07-2023,Cash,Amex
TXN08931,M003,P0643,3741,01-08-2023,UPI,Master
TXN08932,M002,P4110,2575,08-02-2023,Cash,NA
TXN08933,M003,P3402,625,01-10-2023,Cash,Master
TXN08934,M002,P3819,329,16-10-2023,UPI,Visa
TXN08935,M002,P2493,4611,09-01-2023,Card,NA
TXN08936,M003,P1467,3441,30-07-2023,Card,NA
TXN08937,M003,P4374,3506,11-10-2023,Cash,Visa
TXN08938,M003,P3512,2633,10-11-2023,UPI,NA
TXN08939,M002,P4810,2384,21-03-2023,UPI,NA
TXN08940,M001,P4891,1299,26-01-2023,Cash,Master
TXN08941,M002,P0367,3599,14-08-2023,Card,Visa
TXN08942,M001,P1611,952,15-12-2023,Cash,NA
TXN08943,M002,P3681,4150,24-11-2023,UPI,Visa
TXN08944,M001,P2869,835,31-03-2023,Card,Master
TXN08945,M001,P3009,3450,28-12-2023,Card,Master
TXN08946,M002,P0903,1596,03-02-2023,Card,Visa
TXN08947,M001,P3202,3024,30-01-2023,Cash,Amex
TXN08948,M003,P1915,2349,02-06-2023,Card,Visa
TXN08949,M002,P3195,3229,20-07-2023,Cash,NA
TXN08950,M003,P3346,4724,03-12-2023,UPI,Visa
TXN08951,M003,P3098,2478,29-04-2023,Card,Master
TXN08952,M001,P3300,2350,15-01-2023,Card,Amex
TXN08953,M003,P4578,116,08-12-2023,UPI,Visa
TXN08954,M003,P1838,1920,10-04-2023,Card,Amex
TXN08955,M003,P2904,4384,04-11-2023,UPI,NA
TXN08956,M001,P4052,4113,08-06-2023,UPI,Visa
TXN08957,M002,P0933,2541,07-07-2023,Card,Visa
TXN08958,M003,P3308,1863,06-01-2023,Cash,Master
TXN08959,M001,P3825,429,12-04-2023,Cash,Master
TXN08960,M003,P2869,2528,06-07-2023,Cash,Visa
TXN08961,M001,P2441,3116,21-08-2023,UPI,Master
TXN08962,M002,P1198,851,25-07-2023,UPI,Amex
TXN08963,M001,P3239,2335,06-06-2023,Card,Visa
TXN08964,M001,P2037,3978,24-06-2023,Cash,Master
TXN08965,M001,P0983,2443,07-08-2023,UPI,NA
TXN08966,M001,P1523,182,24-08-2023,Card,Visa
TXN08967,M001,P0084,3175,19-04-2023,UPI,Visa
TXN08968,M002,P2937,4780,03-10-2023,Card,Master
TXN08969,M003,P3464,3070,12-10-2023,Cash,Amex
TXN08970,M003,P4593,579,19-05-2023,Card,Master
TXN08971,M002,P3878,3453,19-08-2023,UPI,Master
TXN08972,M003,P3578,4158,16-07-2023,Card,NA
TXN08973,M003,P1702,4322,25-12-2023,UPI,NA
TXN08974,M003,P0540,4187,16-05-2023,Cash,NA
TXN08975,M001,P3594,2833,19-04-2023,Cash,Visa
TXN08976,M001,P1695,1359,26-01-2023,Cash,NA
TXN08977,M001,P4121,4959,12-10-2023,UPI,Visa
TXN08978,M003,P2442,1849,10-12-2023,Card,Amex
TXN08979,M003,P3314,3244,22-11-2023,UPI,NA
TXN08980,M001,P1996,4208,22-12-2023,Cash,Amex
TXN08981,M002,P0093,2477,24-02-2023,UPI,NA
TXN08982,M002,P0270,1295,06-11-2023,UPI,Master
TXN08983,M001,P2819,2783,08-04-2023,Cash,Amex
TXN08984,M001,P4415,3850,28-09-2023,Card,Visa
TXN08985,M003,P2790,423,05-08-2023,Cash,Amex
TXN08986,M002,P1182,3007,17-07-2023,Card,Master
TXN08987,M001,P3016,2797,12-01-2023,Cash,NA
TXN08988,M002,P3200,669,05-02-2023,Card,NA
TXN08989,M003,P1121,1423,21-01-2023,UPI,NA
TXN08990,M002,P0902,438,24-12-2023,Cash,Amex
TXN08991,M002,P3969,3510,30-01-2023,Cash,Visa
TXN08992,M001,P3272,406,09-07-2023,Card,NA
TXN08993,M003,P0663,3279,26-10-2023,Card,NA
TXN08994,M003,P3916,4792,29-11-2023,Card,Visa
TXN08995,M002,P1734,4812,07-05-2023,Cash,Amex
TXN08996,M002,P4429,4308,23-01-2023,Cash,Amex
TXN08997,M002,P4309,2095,24-04-2023,Cash,NA
TXN08998,M001,P3824,2206,06-07-2023,UPI,Visa
TXN08999,M002,P2048,928,23-04-2023,Card,Amex
TXN09000,M001,P1210,1716,09-04-2023,Card,Master
TXN09001,M002,P1329,178,15-05-2023,Cash,NA
TXN09002,M001,P1574,2634,22-08-2023,UPI,Amex
TXN09003,M001,P1054,1959,21-09-2023,Cash,NA
TXN09004,M003,P3003,4075,21-07-2023,UPI,NA
TXN09005,M001,P3846,3232,27-11-2023,Card,Amex
TXN09006,M003,P2413,2625,21-02-2023,Cash,Amex
TXN09007,M002,P3670,3858,08-07-2023,Card,Amex
TXN09008,M002,P1211,4233,16-11-2023,UPI,Amex
TXN09009,M001,P0629,904,26-06-2023,Cash,Visa
TXN09010,M003,P1506,2287,24-09-2023,Card,NA
TXN09011,M002,P4377,3960,29-05-2023,Cash,NA
TXN09012,M003,P4271,570,14-04-2023,UPI,NA
TXN09013,M002,P4427,2229,06-07-2023,UPI,Visa
TXN09014,M001,P4603,4930,20-09-2023,Card,Master
TXN09015,M001,P1649,798,27-09-2023,UPI,Amex
TXN09016,M003,P3104,2838,12-10-2023,Card,NA
TXN09017,M002,P0035,2573,08-04-2023,Cash,NA
TXN09018,M001,P3112,1324,06-12-2023,Card,Master
TXN09019,M003,P2423,4821,11-01-2023,Cash,Master
TXN09020,M001,P3020,2069,14-05-2023,UPI,Visa
TXN09021,M001,P2115,683,13-04-2023,UPI,Master
TXN09022,M001,P2371,1909,12-04-2023,UPI,Amex
TXN09023,M003,P4383,1575,23-08-2023,Cash,Visa
TXN09024,M001,P4043,318,17-04-2023,UPI,Master
TXN09025,M002,P3380,1571,14-01-2023,Cash,Amex
TXN09026,M002,P4021,2885,16-05-2023,Card,Amex
TXN09027,M002,P3034,2474,15-11-2023,Card,Amex
TXN09028,M003,P1764,2581,20-10-2023,Card,Amex
TXN09029,M003,P3314,4080,10-04-2023,Cash,Visa
TXN09030,M002,P3508,1994,16-02-2023,Cash,NA
TXN09031,M002,P0422,3575,01-01-2024,Cash,Master
TXN09032,M002,P2826,2967,04-07-2023,Card,Master
TXN09033,M003,P0583,1017,14-11-2023,UPI,Visa
TXN09034,M001,P2872,995,19-03-2023,UPI,Visa
TXN09035,M002,P1380,3575,12-04-2023,Card,Visa
TXN09036,M003,P1220,1139,01-08-2023,Cash,Master
TXN09037,M001,P0411,4106,18-02-2023,Cash,Amex
TXN09038,M003,P4588,4485,05-01-2023,UPI,NA
TXN09039,M003,P3657,2043,13-05-2023,UPI,NA
TXN09040,M001,P4631,179,11-11-2023,Cash,Visa
TXN09041,M001,P4414,751,29-01-2023,Cash,Amex
TXN09042,M003,P1060,4444,19-02-2023,Card,NA
TXN09043,M003,P2572,2386,09-08-2023,UPI,Visa
TXN09044,M002,P2844,3588,18-01-2023,Card,Visa
TXN09045,M001,P0021,1959,13-08-2023,UPI,Master
TXN09046,M001,P4514,2735,28-03-2023,Card,NA
TXN09047,M001,P3977,3314,22-10-2023,Cash,Amex
TXN09048,M001,P2190,3070,07-12-2023,UPI,NA
TXN09049,M003,P1707,2353,03-09-2023,Card,Visa
TXN09050,M003,P0121,2142,16-01-2023,Card,Visa
TXN09051,M001,P3318,2793,20-05-2023,UPI,Master
TXN09052,M003,P1239,3802,16-10-2023,Card,NA
TXN09053,M003,P2195,1900,11-12-2023,Card,Master
TXN09054,M003,P1616,3626,24-01-2023,UPI,Visa
TXN09055,M001,P1370,4043,30-08-2023,UPI,Master
TXN09056,M002,P4250,4222,07-08-2023,UPI,Master
TXN09057,M003,P3555,3230,06-06-2023,Cash,Amex
TXN09058,M003,P3977,1548,29-05-2023,Card,Visa
TXN09059,M001,P1878,3466,11-07-2023,UPI,Amex
TXN09060,M001,P2017,1567,06-10-2023,UPI,Master
TXN09061,M003,P3440,3867,27-04-2023,UPI,Master
TXN09062,M002,P4193,1233,06-12-2023,Cash,NA
TXN09063,M001,P0414,3451,16-04-2023,Cash,NA
TXN09064,M001,P1286,2569,12-12-2023,Card,Master
TXN09065,M003,P2199,3566,14-07-2023,Cash,Visa
TXN09066,M003,P1494,4065,14-10-2023,Cash,Master
TXN09067,M003,P4776,1042,07-09-2023,Cash,Master
TXN09068,M003,P0482,2231,01-07-2023,Cash,Visa
TXN09069,M003,P2596,2614,09-09-2023,UPI,NA
TXN09070,M001,P0244,1010,03-05-2023,Cash,Master
TXN09071,M002,P2966,3137,10-02-2023,UPI,Master
TXN09072,M003,P2190,4677,19-01-2023,Card,Visa
TXN09073,M001,P4791,3153,09-05-2023,UPI,NA
TXN09074,M003,P3048,3604,23-11-2023,UPI,NA
TXN09075,M003,P1765,1789,07-06-2023,Cash,NA
TXN09076,M001,P1419,3467,19-08-2023,UPI,Master
TXN09077,M003,P3440,2506,31-05-2023,UPI,NA
TXN09078,M001,P0388,200,25-12-2023,UPI,Amex
TXN09079,M001,P2284,1100,21-05-2023,UPI,Master
TXN09080,M003,P1806,477,03-09-2023,UPI,NA
TXN09081,M001,P1250,3932,18-07-2023,UPI,Visa
TXN09082,M001,P2825,3744,14-03-2023,Card,Amex
TXN09083,M003,P1461,2887,29-07-2023,UPI,NA
TXN09084,M003,P4238,2102,19-02-2023,UPI,Master
TXN09085,M001,P2684,2592,18-07-2023,Cash,Visa
TXN09086,M002,P1650,3757,13-11-2023,Card,Master
TXN09087,M002,P4080,3750,17-03-2023,UPI,Master
TXN09088,M001,P2310,4475,30-01-2023,Card,Visa
TXN09089,M002,P1149,2066,24-05-2023,Cash,NA
TXN09090,M001,P2140,278,02-04-2023,Cash,NA
TXN09091,M001,P1099,4556,30-08-2023,Cash,NA
TXN09092,M001,P3900,1278,09-09-2023,Cash,Visa
TXN09093,M003,P3756,1700,07-07-2023,Cash,NA
TXN09094,M003,P2020,265,09-01-2023,UPI,Visa
TXN09095,M003,P4183,2183,17-03-2023,Card,Amex
TXN09096,M001,P3615,1844,10-07-2023,Cash,Visa
TXN09097,M003,P1199,181,17-08-2023,Card,NA
TXN09098,M001,P4385,2301,09-02-2023,Card,Master
TXN09099,M001,P1621,4773,03-02-2023,Cash,NA
TXN09100,M003,P1268,2942,15-10-2023,UPI,NA
TXN09101,M002,P3572,4425,27-09-2023,UPI,Amex
TXN09102,M003,P3188,1519,01-03-2023,Card,NA
TXN09103,M002,P1929,4700,27-07-2023,UPI,Master
TXN09104,M002,P3354,4293,23-07-2023,Card,Master
TXN09105,M002,P2873,2740,28-02-2023,Cash,Visa
TXN09106,M003,P4594,1484,10-07-2023,Cash,Visa
TXN09107,M003,P1109,4012,02-02-2023,UPI,Master
TXN09108,M003,P2714,3875,27-01-2023,UPI,NA
TXN09109,M003,P4939,3004,28-09-2023,UPI,Visa
TXN09110,M002,P4713,2936,16-12-2023,Cash,Amex
